title,features,description,asin,imageurl,imageurlhighres,category
K-SWISS Women's ST329,"100% Synthetic
Rubber sole
Sturdy leather upper
Padded collar and tongue
K-EVA Midsole for cushioning
Rubber outsole
K-Swiss original training shoe
Product Dimensions:
                    
12 x 9 x 5 inches
Shipping Weight:
                    
2 pounds (View shipping rates and policies)","The women's ST329 cross training shoe from K-Swiss boasts a leather upper with mesh trim, ghillie lace loops, oval laces, metal eyelets, and rubber mold K-Swiss shields. The compression-molded EVA midsole and Shock Spring technology help provide cushioning, and the durable rubber outsole offers traction.
K-Swiss is a heritage American tennis brand founded by two Swiss brothers who moved to California to pursue their dream of starting a footwear company. After 50 years of representing the best of on court performance and off court style, K-Swiss stays true to their founders and is dedicated to inspiring and outfitting the next generation of entrepreneurs.",B0000AJNT0,"['https://images-na.ssl-images-amazon.com/images/I/41DyZqnEuUL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41zpFzTiUJL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Tnbfe3UbL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/319eky4KMUL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31Tb7B2i4AL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31du0bcs86L._US40_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/41DyZqnEuUL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41zpFzTiUJL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Tnbfe3UbL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/319eky4KMUL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31Tb7B2i4AL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31du0bcs86L.jpg']",Women Shoes
Converse Chuck Taylor All Star Core Ox,"100% Canvas
Imported
Rubber sole
Shaft measures approximately Low-Top"" from arch
Platform measures approximately 0.25
Molded lunarlon sock liner for lightweight impact cushioning
Gusseted tongue for comfort and snug fit
Traditional lace-up front with metallic eyelets for secure fit
Original rubber toe box and toe guard, tonal sidewall trim and All Star heel patch
Product Dimensions:
                    
14 x 5 x 4 inches
Shipping Weight:
                    
1.87 pounds (View shipping rates and policies)",The Ctas Pro Ox is a fresh take on a Converse All Star..,B0000CFJY7,"['https://images-na.ssl-images-amazon.com/images/I/51CQlXT0LsL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41loaA74OxL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/313wcHoXNOL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41fRJW7-IaL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31GBKTmDr0L._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ZmWuzsa%2BL._US40_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/51CQlXT0LsL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41loaA74OxL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/313wcHoXNOL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41fRJW7-IaL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31GBKTmDr0L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ZmWuzsa%2BL.jpg']",Women Shoes
Saucony Women's ProGrid Stabil CS Running Shoe,"100% Mesh and synthetic
Rubber sole
Heel Cassette ProGrid Technology for Maximum Comfort and Performance
The Ultimate Stability and Cushioning for the severe over-pronator
Dual Density SSL EVA Midsole
Package Dimensions:
                    
13.1 x 8.1 x 4.6 inches
Shipping Weight:
                    
2.15 pounds","THE PROGRID STABIL CS HAS ULTIMATE STABILITY AND CUSHIONING FOR THE SEVERE OVERPRONATOR
Saucony is among the most respected names in running shoes. They offer a wide range of running and walking shoes, each with the Saucony trademark fit, feel, and performance. They've spent years studying the biomechanics of top athletes because the goal is to develop creatively engineered systems that maximize your performance, allowing you to focus on the activity instead of the equipment. From studies have come many innovative Saucony concepts. Advanced technologies like Grid, the first sole-based stability and cushioning system, provide an advantage to athletes of all types.",B0000DZA4T,"['https://images-na.ssl-images-amazon.com/images/I/51DgbSx7rgL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51yhGHMSe%2BL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/410GBOcKpNL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/5176qt6fRjL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51kVEKkAJgL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51uIpI056iL._US40_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/51DgbSx7rgL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51yhGHMSe%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/410GBOcKpNL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/5176qt6fRjL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51kVEKkAJgL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51uIpI056iL.jpg']",Women Shoes
Saucony Women's ProGrid Hurricane 11 Running Shoe,"100% Mesh and synthetic
Rubber sole
Full-length ProGrid technology for maximum comfort and performance
Dual-density SSL EVA midsole
Arch Lock to provide snug midfoot fit
Approx. weight per pair: 22.2 oz
Package Dimensions:
                    
12.9 x 7.9 x 4.7 inches
Shipping Weight:
                    
1.9 pounds","Size: 8.5, Width: D, Color: Silver/Blue
Saucony is among the most respected names in running shoes. They offer a wide range of running and walking shoes, each with the Saucony trademark fit, feel, and performance. They've spent years studying the biomechanics of top athletes because the goal is to develop creatively engineered systems that maximize your performance, allowing you to focus on the activity instead of the equipment. From studies have come many innovative Saucony concepts. Advanced technologies like Grid, the first sole-based stability and cushioning system, provide an advantage to athletes of all types.",B0000DZZP3,"['https://images-na.ssl-images-amazon.com/images/I/51yh495H2rL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51yMqriwWbL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41nNNLWq9tL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ToC5HJcLL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51CviAEYBpL._US40_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/51yh495H2rL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51yMqriwWbL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41nNNLWq9tL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ToC5HJcLL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51CviAEYBpL.jpg']",Women Shoes
Saucony Originals Women's Bullet Sneaker,"100% Leather and textile
Rubber sole
Package Dimensions:
                    
11.3 x 6.8 x 4 inches
Shipping Weight:
                    
14.4 ounces","Saucony is among the most respected names in running shoes. They offer a wide range of running and walking shoes, each with the Saucony trademark fit, feel, and performance. They've spent years studying the biomechanics of top athletes because the goal is to develop creatively engineered systems that maximize your performance, allowing you to focus on the activity instead of the equipment. From studies have come many innovative Saucony concepts. Advanced technologies like Grid, the first sole-based stability and cushioning system, provide an advantage to athletes of all types.",B0000E09PI,"['https://images-na.ssl-images-amazon.com/images/I/515sEqEExkL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/512p5%2BRk6KL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/412eWsz-WIL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41H7wvt2SzL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ABk7jERUL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41tGop81yaL._US40_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/515sEqEExkL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/512p5%2BRk6KL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/412eWsz-WIL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41H7wvt2SzL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ABk7jERUL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41tGop81yaL.jpg']",Women Shoes
Saucony Originals Women's Jazz Low Pro Vegan Retro Sneaker,"100% Canvas and hemp
Imported
Rubber sole
Shaft measures approximately 3.05"" from arch
Throwback sneaker in canvas and hemp with logo hit at side and cushioned mesh interior
Product Dimensions:
                    
14 x 10 x 6 inches
Shipping Weight:
                    
2 pounds (View shipping rates and policies)","Classic retro running shoe
Saucony didn't sell their sole, they just trimmed it down a bit. Introduced in 2002, the Low Pro is a sleeker alternative to the classic Jazz O silhouette.",B0000E0VIJ,"['https://images-na.ssl-images-amazon.com/images/I/51RnBpjIcTL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/514U3Zt0G-L._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31kfLPkuRsL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41grCkz03iL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41oI2-SWedL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51cEkqCkqAL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51w3u%2B5D4TL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51n8Zh3SaFL._SS47_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/51RnBpjIcTL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/514U3Zt0G-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31kfLPkuRsL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41grCkz03iL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41oI2-SWedL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51cEkqCkqAL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51w3u%2B5D4TL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51n8Zh3SaFL.jpg']",Women Shoes
Saucony Women's Grid Fastwitch 4 Running Shoe,"100% Mesh and synthetic
Rubber sole
Dual Density SSL EVA Midsole for great cushioning, support and responsiveness
Grid Cushioning System
Breathable
Package Dimensions:
                    
11.7 x 7.2 x 4.5 inches
Shipping Weight:
                    
1.2 pounds","Experienced runners and beginners alike will keep their cool in this ultra-stylish and high-performing shoe from Saucony. Constructed with a sturdy yet flexible mesh upper, the Fastwitch features protective overlays at the toe and heel and generous padding at the collar, tongue and footbed for support. A soft fabric-covered lining provides breathability and moisture absorbency, while the flexible traction-patterned rubber sole offers excellent grip and durability.
Saucony is among the most respected names in running shoes. They offer a wide range of running and walking shoes, each with the Saucony trademark fit, feel, and performance. They've spent years studying the biomechanics of top athletes because the goal is to develop creatively engineered systems that maximize your performance, allowing you to focus on the activity instead of the equipment. From studies have come many innovative Saucony concepts. Advanced technologies like Grid, the first sole-based stability and cushioning system, provide an advantage to athletes of all types.",B0000E07KZ,"['https://images-na.ssl-images-amazon.com/images/I/51qYhOafeSL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51WFOsypxLL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41lazZINCrL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41gsbd1RqWL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51m5ZXmu9NL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51u7rzlzEFL._US40_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/51qYhOafeSL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51WFOsypxLL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41lazZINCrL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41gsbd1RqWL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51m5ZXmu9NL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51u7rzlzEFL.jpg']",Women Shoes
Converse Womens Chuck Taylor Stars and Bars Sneaker,"canvas
canvas
stripes
rubber-sole
round-toe
lace-up
Product Dimensions:
                    
3.9 x 2.4 x 2 inches
Shipping Weight:
                    
2.2 pounds","Boost your national pride with this red, white and blue offering by Converse.",B0000E0HNP,"['https://images-na.ssl-images-amazon.com/images/I/51yB7kJe98L._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/415r7w2HyXL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41YQQHF3iUL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41aJ-tXkB5L._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41XHodeGloL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41wD34IOx7L._US40_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/51yB7kJe98L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/415r7w2HyXL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41YQQHF3iUL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41aJ-tXkB5L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41XHodeGloL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41wD34IOx7L.jpg']",Women Shoes
Converse Unisex Chuck Taylor All Star,"Leather
Vendor Name: Converse
Style No: 1S581
Material : Leather
Descr : CHUCK TAYLOR ALL STAR HI CORE
Color : BLACK LEATHER
Shipping Weight:
                    
3 pounds (View shipping rates and policies)","Patch is embroidered and hand sewn to the supple leather for strength.Classic design in all black Leather. This leather is the softest ever made by Converse. This is the same shoe WILL SMITH wore in the movie I-Robot. Top is a cool, classic shoe that never goes out of style...",B0000ESTEA,"['https://images-na.ssl-images-amazon.com/images/I/41LLBzeHdCL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41nRf8oefjL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41PDwlexBOL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41O7ZoRkkvL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41vzbhDXbcL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41B3xl67JuL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51%2Bauv9dBRL._SS47_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/41LLBzeHdCL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41nRf8oefjL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41PDwlexBOL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41O7ZoRkkvL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41vzbhDXbcL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41B3xl67JuL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51%2Bauv9dBRL.jpg']",Women Shoes
KEEN Women's Venice H2 Sandal,"100% Polyester Webbing
Imported
Rubber sole
Heel measures approximately 1.25""
Sport sandal featuring breathable stretch straps with waterproof nylon overlays and rubber toe bumper
Bungee lacing system
Easy-on heel loop , Care - All KEEN water sandals are machine washable , Use a small amount of detergent, wash on gentle cycle and air dry
Compression-molded EVA midsole
Hydrophobic mesh lining
Non-marking outsole with razor siping
Package Dimensions:
                    
12 x 8 x 4 inches
Shipping Weight:
                    
2 pounds (View shipping rates and policies)","Keep your outdoor interests well-rounded with the Keen Venice H2 Women. Providing exceptional traction on mixed terrain, this women's sandal includes an open strapping system for outstanding ventilation. A streamlined, grippy outsole features multi-directional lugs with razor siping for exceptional traction control from beaches to boardwalks. This Keen sandal has a polyester webbing that is exceedingly durable to resist the wears of all-terrain exploration. Compression molded EVA cushions and protects the sole. A patented toe protector delivers the confidence to let your outdoor adrenaline take hold. Take a masters course in outdoor adventure with the Keen Venice H2 Women!
Keep your outdoor interests well-rounded with the Venice H2 sport sandal from KEEN. Providing exceptional traction on mixed terrain, this performance sandal includes an open strapping system made of washable polyester webbing for outstanding ventilation. A streamlined, grippy outsole features multi-directional lugs with razor siping for exceptional traction control on beaches to boardwalks.",B0000V9E3S,"['https://images-na.ssl-images-amazon.com/images/I/51Q9%2BvrsxXL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/510Lfcf%2BuuL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41NPs-IRrUL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41XzW69J%2BHL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41wbs5lM8tL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41TdChcZ0qL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41GHr71QE2L._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41rIFWg1LLL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41CEbMpHqgL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41aMV-q0tlL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/418e6AchKGL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41FnRGjjuxL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41acOPXGnoL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/412J7wHXNAL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ViM59Ie2L._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41KG-b21MOL._SS47_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/51Q9%2BvrsxXL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/510Lfcf%2BuuL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41NPs-IRrUL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41XzW69J%2BHL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41wbs5lM8tL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41TdChcZ0qL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41GHr71QE2L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41rIFWg1LLL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41CEbMpHqgL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41aMV-q0tlL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/418e6AchKGL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41FnRGjjuxL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41acOPXGnoL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/412J7wHXNAL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ViM59Ie2L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41KG-b21MOL.jpg']",Women Shoes
NIKE Women's Tanjun Running Sneaker Black/Black-White 7,"mesh
Imported
Breathable textile upper for lightweight comfort.
Foam midsole/outsole offers lightweight cushioning.","ELEGANT SIMPLICITY. Named after the Japanese word for ""simplicity,"" the Nike Tanjun Women's Shoe offers an elegant, modern design for an elevated everyday look.",B0000YWEIC,"['https://images-na.ssl-images-amazon.com/images/I/516Q%2ByQ6FJL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51OC4tLbfTL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ASvhz3kPL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41A8cn4GjcL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41gmQr1rtKL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41VOp7wR8KL._SS40_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/516Q%2ByQ6FJL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51OC4tLbfTL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ASvhz3kPL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41A8cn4GjcL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41gmQr1rtKL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41VOp7wR8KL.jpg']",Women Shoes
Reebok Women's Classic Nylon Sneaker,"Leather and Synthetic
Imported
Rubber sole
Shaft measures approximately low-top"" from arch
Suede and nylon upper/comfort and breathability
Sculpted EVA midsole/lightweight cushioning
Padded foam sockliner/comfort and cushioning
High abrasion rubber outsole/traction and durability
Product Dimensions:
                    
5 x 5 x 0.7 inches
Shipping Weight:
                    
12 ounces (View shipping rates and policies)","Roll with style. Suede accents add a high-class touch. Famous for comfort, thanks to the cushioning of a sculpted eva midsole and a padded foam sockliner. High abrasion outsole provides traction and durability-soo you don't have to slow down.",B00019LZNG,"['https://images-na.ssl-images-amazon.com/images/I/41msTEyuEtL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41FulSYNadL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41K5hzUqrUL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41%2B2ojZC%2BxL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41hvEqxogsL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41neO9FR6ZL._US40_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/41msTEyuEtL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41FulSYNadL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41K5hzUqrUL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41%2B2ojZC%2BxL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41hvEqxogsL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41neO9FR6ZL.jpg']",Women Shoes
Nike Presto Cee Analog Small Ladies - Purple Watch WT0008501,"Package Dimensions:
                    
4.3 x 3.8 x 3.6 inches
Shipping Weight:
                    
4.8 ounces",Features: ~Transparent Purple Case and Bracelet ~Ventilate Microfin Wrist Grips ~Water Resistant to 30 Meters ~Mineral Crystal ~China Quartz Movement,B0001EKJZG,"['https://images-na.ssl-images-amazon.com/images/I/31fZTSAEGZL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41dXxLU3nGL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41mXD4Y1DFL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41PvfLmsgNL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41amdR6Z5XL._SR38,50_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/31fZTSAEGZL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41dXxLU3nGL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41mXD4Y1DFL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41PvfLmsgNL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41amdR6Z5XL.jpg']",Women Shoes
Reef Women's Slap 2 Flip Flop Sandal,"100% Synthetic
Rubber sole
Heel measures approximately 1.25""
Platform measures approximately 0.75""
Comfortable, water friendly synthetic nubuck upper with embossing details
Padded textile lining for soft, step-in comfort
contoured compression footbed has all the squishy comfort you experienced in the original Slap
Molded EVA footbed with anatomical arch support
Durable non-marking rubber outsole
Package Dimensions:
                    
9.4 x 6.2 x 1.6 inches
Shipping Weight:
                    
3.2 ounces","Finally! A sandal that can play as hard as you! Not to mention, as stylish as you too. Go from the ocean to the volleyball game and then to the BBQ with friends. The Reef Slap 2 Girls is 100% water-friendly with molded EVA footbed and a grippy outsole. The Reef Girls Slap 2 sandal is made for adventure.
Reef is surf. They're inspired by water, by the ocean, by perfect waves, and the journey along the way to find them. They are a genuine, global surf brand that harvests the best of the lifestyle and shares it through authentic, innovative and fashionable product. At the core of Reef is their Latin roots and the inherent sensuality of the beach. The Reef team is committed to having fun in and out of the water, as well as giving back to the world that inspires them.",B0001M3UWW,"['https://images-na.ssl-images-amazon.com/images/I/41xxcuozG4L._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41z-YO3EUxL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/410al8zOxaL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31QpKPkF20L._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31qg82px5HL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31w618bVb1L._US40_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/41xxcuozG4L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41z-YO3EUxL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/410al8zOxaL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31QpKPkF20L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31qg82px5HL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31w618bVb1L.jpg']",Women Shoes
